accession	domain	order	family	genus	species	name	locus
GCF_900119785.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_LT632617']
GCF_003813985.1	Bac	85007	1653	1716	2079234	Corynebacterium_geronticis	['NZ_CP033897']
GCF_001515685.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP012013', 'NZ_CP012014']
GCF_002764115.1	Bac	356	69277	28100	1867719	Phyllobacterium_zundukense	['NZ_CP017940', 'NZ_CP017941', 'NZ_CP017943', 'NZ_CP017942', 'NZ_CP017944', 'NZ_CP017945']
GCF_001095585.2	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_LT904876']
GCF_000800415.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP009422']
GCF_001447865.2	Bac	85007	1653	1716	1718	Corynebacterium_glutamicum	['NZ_CP012194', 'NZ_CP012412']
GCF_001717665.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP016856', 'NZ_CP025481']
GCF_000155675.2	Bac	204455	31989	53945	1217908	Octadecabacter_antarcticus	['NC_020911', 'NC_020907']
GCF_001988875.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP013884']
GCF_900474785.1	Bac	186826	1300	1301	1334	Streptococcus_dysgalactiae	['NZ_LS483318']
GCF_002128365.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP020825', 'NZ_CP020826']
GCF_002786655.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP024830', 'NZ_CP024831', 'NZ_CP024832', 'NZ_CP024833']
GCF_000153405.2	Bac	135622	267894	67572	314282	Psychromonas_sp._CNPT3	['NC_020802']
GCF_900637245.1	Bac	206351	481	482	485	Neisseria_gonorrhoeae	['NZ_LR134358']
GCF_002859645.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP017923']
GCF_000009145.1	Bac	32003	206379	914	915	Nitrosomonas_europaea	['NC_004757']
GCF_001011035.1	Bac	85011	2062	1883	444103	Streptomyces_sp._CNQ-509	['NZ_CP011492']
GCF_000978375.1	Bac	1385	186817	1386	1396	Bacillus_cereus	['NZ_CP009686']
GCF_003071645.1	Bac	91347	543	547	2077136	Enterobacter_cloacae_complex_sp._FDA-CDC-AR_0164	['NZ_CP028950']
GCF_001693275.1	Bac	1890424	1890426	1129	195498	Synechococcus_sp._PCC_7117	['NZ_CP016477', 'NZ_CP016478', 'NZ_CP016479', 'NZ_CP016480', 'NZ_CP016481', 'NZ_CP016482']
GCF_002117085.1	Bac	200644	49546	363408	319236	Nonlabens_sediminis	['NZ_CP019342']
GCF_000284595.1	Bac	135614	32033	40323	40324	Stenotrophomonas_maltophilia	['NC_017671']
GCF_900478125.1	Bac	91347	1903411	613	82996	Serratia_plymuthica	['NZ_LS483469']
GCF_000021905.1	Bac	213118	213119	218207	259354	Desulfatibacillum_alkenivorans	['NC_011768']
GCF_001018835.2	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP026064', 'NZ_CP026065']
GCF_000354175.2	Bac	135623	641	662	663	Vibrio_alginolyticus	['NC_022349', 'NC_022359']
GCF_002278075.1	Bac	80840	119060	1822464	2026199	Paraburkholderia_aromaticivorans	['NZ_CP022989', 'NZ_CP022990', 'NZ_CP022991', 'NZ_CP022992', 'NZ_CP022993', 'NZ_CP022994', 'NZ_CP022995', 'NZ_CP022996']
GCF_002763515.2	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP024650', 'NZ_CP024651', 'NZ_CP024652']
GCF_001484725.1	Bac	186802	31979	1485	84023	Clostridium_autoethanogenum	['NZ_CP012395']
GCF_002869805.1	Bac	85007	1653	1716	1719	Corynebacterium_pseudotuberculosis	['NZ_CP024995']
GCF_000737305.2	Bac	1385	186817	1386	79880	Bacillus_clausii	['NZ_CP012475', 'NZ_CP012476']
GCF_000767745.1	Bac	186802	31979	1485	1520	Clostridium_beijerinckii	['NZ_CP006777']
GCF_000346595.1	Bac	356	82115	34019	34021	Candidatus_Liberibacter_asiaticus	['NC_020549']
GCF_000953275.1	Bac	186802	186804	1870884	1496	Clostridioides_difficile	['NZ_LN614756']
GCF_000959205.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NZ_CP009485', 'NZ_CP009484']
GCF_002213765.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP007195']
GCF_000224745.1	Bac	1100069	563843	29548	29549	Rhodothermus_marinus	['NC_015966', 'NC_015970', 'NC_015967']
GCF_003711025.1	Bac	1385	186817	1386	1648923	Bacillus_paralicheniformis	['NZ_CP033389']
GCF_003018315.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP027555', 'NZ_CP027554', 'NZ_CP027556']
GCF_002812385.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP025008', 'NZ_CP025009', 'NZ_CP025010']
GCF_001610955.1	Bac	1385	186817	129337	33941	Geobacillus_thermoleovorans	['NZ_CP014335', 'NZ_CP014336']
GCF_001688765.2	Bac	48461	1647988	239934	239935	Akkermansia_muciniphila	['NZ_CP015409']
GCF_002591155.1	Bac	91347	1903414	583	585	Proteus_vulgaris	['NZ_CP023965']
GCF_002953055.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP026351']
GCF_001022235.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP011647', 'NZ_CP011643', 'NZ_CP011644', 'NZ_CP011645', 'NZ_CP011646']
GCF_001703575.1	Bac	186826	186828	2747	2751	Carnobacterium_maltaromaticum	['NZ_CP016844', 'NZ_CP016845', 'NZ_CP016846', 'NZ_CP016847', 'NZ_CP016848']
GCF_000973585.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP007165']
GCF_001019305.2	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP026079']
GCF_001975645.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP019418']
GCF_002951195.1	Bac	80840	119060	93217	93218	Pandoraea_apista	['NZ_CP014018']
GCF_001038625.1	Bac	186802	31979	1485	217159	Clostridium_carboxidivorans	['NZ_CP011804', 'NZ_CP011803']
GCF_001931615.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP016412', 'NZ_CP016413']
GCF_000011325.1	Bac	85007	1653	1716	1718	Corynebacterium_glutamicum	['NC_003450']
GCF_002953235.1	Bac	85007	1653	1716	1719	Corynebacterium_pseudotuberculosis	['NZ_CP026374']
GCF_001548585.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP014252', 'NZ_CP014253', 'NZ_CP014254']
GCF_000816085.1	Bac	1385	90964	1279	1284	Staphylococcus_hyicus	['NZ_CP008747']
GCF_003355005.1	Bac	204457	41297	13687	2219696	Sphingomonas_sp._FARSPH	['NZ_CP029985', 'NZ_CP029986', 'NZ_CP029987', 'NZ_CP029988']
GCF_003355435.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP031333']
GCF_000018965.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NC_012468']
GCF_000828975.1	Bac	80840	NO RANK	NO RANK	1469502	Burkholderiales_bacterium_GJ-E10	['NZ_AP014683']
GCF_002173515.1	Bac	204441	433	1434011	33995	Komagataeibacter_europaeus	['NZ_CP021467', 'NZ_CP021468', 'NZ_CP021469', 'NZ_CP021470']
GCF_000732945.1	Bac	85007	1653	1716	191610	Corynebacterium_atypicum	['NZ_CP008944', 'NZ_CP008945']
GCF_003431845.1	Bac	136	1643685	138	47466	Borrelia_miyamotoi	['NZ_CP021872', 'NZ_CP021873']
GCF_000723785.2	Bac	204441	433	434	438	Acetobacter_pasteurianus	['NC_021991', 'NC_021976', 'NZ_HF677572', 'NC_021992', 'NC_021977', 'NC_021993', 'NC_021978', 'NC_021979']
GCF_002073815.2	Bac	186826	1300	1301	1839799	Streptococcus_sp._FDAARGOS_192	['NZ_CP020431', 'NZ_CP020429', 'NZ_CP020430']
GCF_002996665.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP027255', 'NZ_CP027256', 'NZ_CP027257', 'NZ_CP027258', 'NZ_CP027259']
GCF_000016145.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NC_009525']
GCF_002899475.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP026085']
GCF_001985785.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP012079']
GCF_000737515.1	Bac	768507	1853232	89966	1356852	Hymenobacter_sp._APR13	['NZ_CP006587', 'NZ_CP006588', 'NZ_CP006589', 'NZ_CP006590']
GCF_002850075.1	Bac	135614	32033	338	347	Xanthomonas_oryzae	['NZ_CP019086']
GCF_900236485.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_LT962918', 'NZ_LT962919']
GCF_000203835.1	Bac	85011	2062	1883	1902	Streptomyces_coelicolor	['NC_003888', 'NC_003903', 'NC_003904']
GCF_001729485.1	Bac	85011	2062	1883	47763	Streptomyces_lydicus	['NZ_CP017157']
GCF_002896855.1	Bac	186802	2304686	2304693	84032	Pseudoclostridium_thermosuccinogenes	['NZ_CP021850']
GCF_000011965.2	Bac	204455	31989	97050	89184	Ruegeria_pomeroyi	['NC_003911', 'NC_006569']
GCF_004015285.1	Bac	48461	1647988	239934	239935	Akkermansia_muciniphila	['NZ_CP025828']
GCF_003441595.1	Bac	135622	72275	2742	2304594	Marinobacter_sp._Arc7-DN-1	['NZ_CP031848']
GCF_000786695.1	Bac	80840	75682	202907	279058	Collimonas_arenae	['NZ_CP009962', 'NZ_CP009963']
GCF_000021285.1	Bac	2419	1643950	2420	2421	Thermosipho_africanus	['NC_011653']
GCF_001787335.1	Bac	204441	433	153497	153496	Kozakia_baliensis	['NZ_CP014674', 'NZ_CP014675', 'NZ_CP014676', 'NZ_CP014677', 'NZ_CP014678', 'NZ_CP014679', 'NZ_CP014680']
GCF_001554015.1	Bac	909929	1843491	970	713030	Selenomonas_sp._oral_taxon_136	['NZ_CP014239', 'NZ_CP014240']
GCF_003940805.1	Bac	204455	31989	1443919	2494374	Tabrizicola_sp._K13M18	['NZ_CP034328', 'NZ_CP034329', 'NZ_CP034330', 'NZ_CP034331', 'NZ_CP034332']
GCF_002752655.1	Bac	356	31993	425	426	Methylosinus_trichosporium	['NZ_CP023737', 'NZ_CP023738', 'NZ_CP023739', 'NZ_CP023740']
GCF_900475305.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NZ_LS483374']
GCF_000260715.1	Bac	85004	31953	1678	28025	Bifidobacterium_animalis	['NC_017834']
GCF_003717395.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029949', 'NZ_CP029948']
GCF_001294625.1	Bac	85006	1268	1663	656366	Arthrobacter_alpinus	['NZ_CP012677']
GCF_001628755.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP011288']
GCF_001587155.1	Bac	80840	119060	48736	305	Ralstonia_solanacearum	['NZ_CP012943', 'NZ_CP012944']
GCF_002736265.1	Bac	186826	1300	1301	1307	Streptococcus_suis	['NZ_CP024126']
GCF_001632775.1	Bac	135614	1775411	323413	323415	Dokdonella_koreensis	['NZ_CP015249']
GCF_003790505.1	Bac	91347	543	570	2267618	Klebsiella_sp._P1CD1	['NZ_CP033631']
GCF_001042565.2	Bac	72273	34064	262	657445	Francisella_noatunensis	['NZ_CP011923']
GCF_000733255.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP006798', 'NZ_CP006799', 'NZ_CP006800', 'NZ_CP006801', 'NZ_CP006802']
GCF_002346125.1	Bac	80840	119060	32008	13373	Burkholderia_mallei	['NZ_CP009735', 'NZ_CP009736']
GCF_000210975.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NC_017591']
GCF_002214045.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP008836']
GCF_000442435.1	Bac	356	82115	379	29449	Rhizobium_etli	['NC_021905', 'NC_021906', 'NC_021907', 'NC_021908', 'NC_021909', 'NC_021911', 'NC_021910']
GCF_003994575.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP034713', 'NZ_CP034714']
GCF_000224435.1	Bac	85007	1762	1763	1773	Mycobacterium_tuberculosis	['NC_017524']
GCF_001623805.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP014975', 'NZ_CP014976']
GCF_003571605.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP032185', 'NZ_CP032186', 'NZ_CP032187', 'NZ_CP032188', 'NZ_CP032189', 'NZ_CP032190', 'NZ_CP032191']
GCF_002859805.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP018041']
GCF_000241855.1	Bac	85007	1653	1716	1719	Corynebacterium_pseudotuberculosis	['NC_016781']
GCF_000012505.1	Bac	1890424	1890426	1129	316279	Synechococcus_sp._CC9902	['NC_007513']
GCF_003722195.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP033605']
GCF_001511775.1	Bac	72274	135621	286	1283291	Pseudomonas_sp._URMO17WK12:I11	['NZ_LN865164']
GCF_000626235.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP007247']
GCF_002998295.1	Bac	186802	2304686	236752	236753	Fastidiosipila_sanguinis	['NZ_CP027226']
GCF_900637795.1	Bac	200644	49546	1013	1014	Weeksella_virosa	['NZ_LR134404']
GCF_002763535.1	Bac	171549	171552	838	28131	Prevotella_intermedia	['NZ_CP024696']
GCF_003856415.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_CP034103', 'NZ_CP034104']
GCF_003429425.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP023468', 'NZ_CP023469']
GCF_002688605.1	Bac	1385	186817	1386	412384	Bacillus_aryabhattai	['NZ_CP024035', 'NZ_CP024036', 'NZ_CP024037']
GCF_900074915.1	Bac	72274	135621	286	1583341	Pseudomonas_cerasi	['NZ_LT222319', 'NZ_LT222313', 'NZ_LT222314', 'NZ_LT222315', 'NZ_LT222316', 'NZ_LT222317', 'NZ_LT222318']
GCF_000392475.3	Bac	213849	72293	209	210	Helicobacter_pylori	['NC_021216']
GCF_900478045.1	Bac	85007	1653	1716	38301	Corynebacterium_minutissimum	['NZ_LS483460']
GCF_000300095.1	Bac	80840	119060	1822464	252970	Paraburkholderia_phenoliruptrix	['NC_018695', 'NC_018672', 'NC_018696']
GCF_900234375.1	Bac	186826	33958	1578	1599	Lactobacillus_sakei	['NZ_LT960788', 'NZ_LT960789']
GCF_003290225.1	Bac	72274	135621	286	2219057	Pseudomonas_sp._LG1E9	['NZ_CP029983']
GCF_001444465.1	Bac	NO RANK	170	171	174	Leptospira_borgpetersenii	['NZ_CP012029', 'NZ_CP012030', 'NZ_CP012031', 'NZ_CP012032']
GCF_003590565.1	Bac	200644	49546	237	459526	Flavobacterium_anhuiense	['NZ_CP023642']
GCF_000020145.1	Bac	641854	641876	423604	423605	Elusimicrobium_minutum	['NC_010644']
GCF_002953155.1	Bac	204457	41297	165697	1866325	Sphingopyxis_sp._MG	['NZ_CP026381', 'NZ_CP026382']
GCF_002224325.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP022439']
GCF_003008515.1	Bac	NO RANK	NO RANK	1632780	1868589	Phreatobacter_cathodiphilus	['NZ_CP027668']
GCF_001611775.1	Bac	135625	712	2094023	738	Glaesserella_parasuis	['NZ_CP015099']
GCF_001272875.1	Bac	2085	2092	2093	2104	Mycoplasma_pneumoniae	['NZ_CP010548']
GCF_900637575.1	Bac	1643822	1643826	84108	84110	Slackia_heliotrinireducens	['NZ_LR134379']
GCF_003354865.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP022718', 'NZ_CP022719']
GCF_002865845.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NZ_CP013847', 'NZ_CP013848']
GCF_001900515.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP010119', 'NZ_CP010120']
GCF_000219105.1	Bac	29	31	32	35	Myxococcus_macrosporus	['NC_015711']
GCF_002057535.1	Bac	1385	186817	1386	492670	Bacillus_velezensis	['NZ_CP018007']
GCF_000494775.1	Bac	213849	72294	194	195	Campylobacter_coli	['NC_022660', 'NC_022656']
GCF_000018125.1	Bac	186826	1300	1301	1314	Streptococcus_pyogenes	['NC_011375']
GCF_001908455.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP018324', 'NZ_CP018325', 'NZ_CP018326', 'NZ_CP018327', 'NZ_CP018328', 'NZ_CP018329', 'NZ_CP018330']
GCF_900475055.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LS483350']
GCF_003345275.1	Bac	186826	81852	1350	1351	Enterococcus_faecalis	['NZ_CP031027', 'NZ_CP031028', 'NZ_CP031029']
GCF_000019085.1	Bac	68295	186814	1754	496866	Thermoanaerobacter_pseudethanolicus	['NC_010321']
GCF_001880225.1	Bac	72273	34064	262	1542390	Francisella_sp._CA97-1460	['NZ_CP009654', 'NZ_CP009655']
GCF_003945365.1	Bac	1843488	909930	33024	33025	Phascolarctobacterium_faecium	['NZ_AP019004']
GCF_002202015.1	Bac	1385	186817	1386	119858	Bacillus_sonorensis	['NZ_CP021920']
GCF_002000705.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP014420', 'NZ_CP014421', 'NZ_CP014422']
GCF_002157735.2	Bac	135623	641	662	1891186	Vibrio_aphrogenes	['NZ_AP018689', 'NZ_AP018690']
GCF_001931575.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP016408', 'NZ_CP016409']
GCF_000092905.1	Bac	1385	186823	1129704	33943	Kyrpidia_tusciae	['NC_014098']
GCF_000766665.1	Bac	72274	468	475	480	Moraxella_catarrhalis	['NZ_CP007669']
GCF_002850515.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP021885']
GCF_001078295.1	Bac	80840	506	517	103855	Bordetella_hinzii	['NZ_CP012077']
GCF_002968515.1	Bac	72274	135621	286	287	Pseudomonas_aeruginosa	['NZ_CP027165']
GCF_900637075.1	Bac	186826	1300	1301	361101	Streptococcus_pseudoporcinus	['NZ_LR134341']
GCF_000931465.1	Bac	72274	135621	286	1611770	Pseudomonas_sp._MRSN12121	['NZ_CP010892', 'NZ_CP010893', 'NZ_CP010894']
GCF_001277875.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NZ_CP012515', 'NZ_CP012516']
GCF_001506605.1	Bac	213849	72294	194	197	Campylobacter_jejuni	['NZ_CP010497']
GCF_001618465.2	Bac	200644	49546	308865	1117645	Elizabethkingia_anophelis	['NZ_CP015066']
GCF_001987255.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011730']
GCF_000022305.1	Bac	80840	80864	12916	721785	Acidovorax_ebreus	['NC_011992']
GCF_003851985.1	Bac	72274	135621	286	587753	Pseudomonas_chlororaphis	['NZ_CP027753']
GCF_003181155.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP029595', 'NZ_CP029596']
GCF_900119705.1	Bac	1737405	1570339	1161127	1852373	Murdochiella_vaginalis	['NZ_LT632322']
GCF_000154765.2	Bac	204455	31989	302485	221822	Phaeobacter_inhibens	['NC_018290', 'NC_018291', 'NC_018288', 'NC_018287']
GCF_001692575.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP016569', 'NZ_CP016570', 'NZ_CP016571', 'NZ_CP016572']
GCF_900474525.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_LS483301']
GCF_001548175.1	Bac	1385	186817	1386	1428	Bacillus_thuringiensis	['NZ_AP014864', 'NZ_AP014865', 'NZ_AP014866', 'NZ_AP014867', 'NZ_AP014868', 'NZ_AP014869', 'NZ_AP014870', 'NZ_AP014871', 'NZ_AP014872']
GCF_900236345.1	Bac	356	118882	234	29459	Brucella_melitensis	['NZ_LT963350', 'NZ_LT963351']
GCF_000196235.1	Bac	85006	1268	1663	290399	Arthrobacter_sp._FB24	['NC_008541', 'NC_008537', 'NC_008538', 'NC_008539']
GCF_900186945.1	Bac	200644	49546	34084	34085	Riemerella_anatipestifer	['NZ_LT906475']
GCF_002023235.2	Bac	200644	49546	308865	1117645	Elizabethkingia_anophelis	['NZ_CP014339']
GCF_001953255.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_CP018830', 'NZ_CP018832', 'NZ_CP018831', 'NZ_CP018834', 'NZ_CP018833']
GCF_003850245.1	Bac	85006	85023	33882	2268461	Microbacterium_sp._ABRD_28	['NZ_CP031015']
GCF_002165345.2	Bac	72274	468	469	1879050	Acinetobacter_wuhouensis	['NZ_CP033133', 'NZ_CP033118', 'NZ_CP033120', 'NZ_CP033121', 'NZ_CP033119', 'NZ_CP033122', 'NZ_CP033123', 'NZ_CP033124', 'NZ_CP033125', 'NZ_CP033126', 'NZ_CP033127', 'NZ_CP033128', 'NZ_CP033129', 'NZ_CP033130', 'NZ_CP033131', 'NZ_CP033132']
GCF_002812545.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP025048']
GCF_002741335.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP024260', 'NZ_CP024261', 'NZ_CP024262']
GCF_001752885.1	Bac	118969	444	445	446	Legionella_pneumophila	['NZ_CP015934']
GCF_003627315.1	Bac	186826	33958	1578	1599	Lactobacillus_sakei	['NZ_CP032640', 'NZ_CP032641']
GCF_000019705.1	Bac	136	1643685	138	44449	Borrelia_recurrentis	['NC_011244', 'NC_011246', 'NC_011252', 'NC_011253', 'NC_011255', 'NC_011258', 'NC_011260', 'NC_011263']
GCF_003394105.1	Bac	1385	90964	1279	1280	Staphylococcus_aureus	['NZ_CP031537']
GCF_003850565.1	Bac	72274	135621	286	658629	Pseudomonas_sp._CMR12a	['NZ_CP027706']
GCF_003966795.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_AP018488', 'NZ_AP018489']
GCF_900478035.1	Bac	85007	1653	1716	1724	Corynebacterium_renale	['NZ_LS483464']
GCF_000477415.1	Bac	2085	2092	2093	984991	Mycoplasma_parvum	['NC_022575']
GCF_002953815.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP026352']
GCF_001922085.1	Bac	135614	32033	338	346	Xanthomonas_citri	['NZ_CP018850', 'NZ_CP018851', 'NZ_CP018852', 'NZ_CP018853']
GCF_003851555.1	Bac	72274	135621	286	47883	Pseudomonas_synxantha	['NZ_CP027756']
GCF_001277975.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NZ_CP012576', 'NZ_CP012577']
GCF_002213945.1	Bac	1385	186820	1637	1639	Listeria_monocytogenes	['NZ_CP007461']
GCF_000214785.1	Bac	186826	33958	1578	267818	Lactobacillus_kefiranofaciens	['NC_015602', 'NC_015598', 'NC_015603']
GCF_900478315.1	Bac	203491	203492	848	861	Fusobacterium_ulcerans	['NZ_LS483487']
GCF_002386205.1	Bac	80840	119060	32008	57975	Burkholderia_thailandensis	['NZ_CP023499', 'NZ_CP023498']
GCF_900638825.1	Bac	186826	81852	1350	1352	Enterococcus_faecium	['NZ_LR135191', 'NZ_LR135192', 'NZ_LR135193', 'NZ_LR135194', 'NZ_LR135195', 'NZ_LR135196']
GCF_000632965.1	Bac	766	942	943	945	Ehrlichia_chaffeensis	['NZ_CP007480']
GCF_001908815.1	Bac	135614	32033	338	56460	Xanthomonas_vesicatoria	['NZ_CP018470', 'NZ_CP018468', 'NZ_CP018471', 'NZ_CP018469']
GCF_000765375.1	Bac	80840	119060	32008	57975	Burkholderia_thailandensis	['NZ_CP004381', 'NZ_CP004382']
GCF_002948215.1	Bac	186826	33958	1578	1590	Lactobacillus_plantarum	['NZ_CP026743']
GCF_001521895.1	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP014004', 'NZ_CP014005', 'NZ_CP014006']
GCF_002003345.1	Bac	186802	31979	1485	1520	Clostridium_beijerinckii	['NZ_CP016090']
GCF_002072655.1	Bac	91347	543	570	571	Klebsiella_oxytoca	['NZ_CP020358', 'NZ_CP020359']
GCF_000953635.1	Bac	118969	444	465	451	Tatlockia_micdadei	['NZ_LN614830']
GCF_003945545.1	Bac	85011	2062	1883	2203205	Streptomyces_sp._WAC_01529	['NZ_CP029617']
GCF_900636195.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_LR134236']
GCF_002761375.1	Bac	91347	543	590	28901	Salmonella_enterica	['NZ_CP017972']
GCF_001921925.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NZ_CP013681', 'NZ_CP013682']
GCF_000244875.1	Bac	186802	31979	1485	755731	Clostridium_sp._BNL1100	['NC_016791']
GCF_001688705.2	Bac	186802	2304686	NO RANK	1834198	Hungateiclostridiaceae_bacterium_KB18	['NZ_CP015400']
GCF_002095975.1	Bac	1118	1890449	1125	1126	Microcystis_aeruginosa	['NZ_CP020771']
GCF_900087655.1	Bac	85009	31957	1743	1744	Propionibacterium_freudenreichii	['NZ_LT593929']
GCF_000775975.1	Bac	1385	186817	1386	1405	Bacillus_mycoides	['NZ_CP009746']
GCF_001987415.1	Bac	80840	506	517	520	Bordetella_pertussis	['NZ_CP011738']
GCF_003571825.1	Bac	91347	543	561	562	Escherichia_coli	['NZ_CP032265', 'NZ_CP032263', 'NZ_CP032264']
GCF_000164015.3	Bac	72274	135621	286	29438	Pseudomonas_savastanoi	['NZ_CP008742']
GCF_002849835.1	Bac	1385	186817	84406	302167	Virgibacillus_dokdonensis	['NZ_CP018622']
GCF_000007785.1	Bac	186826	81852	1350	1351	Enterococcus_faecalis	['NC_004668', 'NC_004669', 'NC_004671', 'NC_004670']
GCF_000269925.1	Bac	186826	1300	1357	1363	Lactococcus_garvieae	['NC_015930']
GCF_001896045.1	Bac	186826	1300	1301	1313	Streptococcus_pneumoniae	['NZ_CP018136']
GCF_000430145.2	Bac	91347	543	590	28901	Salmonella_enterica	['NC_021814', 'NC_021815', 'NC_021843', 'NC_021816']
GCF_000783575.2	Bac	91347	1903414	583	584	Proteus_mirabilis	['NZ_CP026062']
GCF_003711105.1	Bac	85008	28056	1865	1867	Actinoplanes_teichomyceticus	['NZ_CP023865']
GCF_000833335.1	Bac	72273	34064	262	263	Francisella_tularensis	['NZ_CP009694']
GCF_000024725.1	Bac	135613	1046	1227	133539	Nitrosococcus_halophilus	['NC_013960', 'NC_013958']
GCF_001543085.1	Bac	186826	1300	1301	1304	Streptococcus_salivarius	['NZ_CP014144']
GCF_000011545.1	Bac	80840	119060	32008	28450	Burkholderia_pseudomallei	['NC_006350', 'NC_006351']
GCF_002257935.3	Bac	91347	543	570	573	Klebsiella_pneumoniae	['NZ_CP028391', 'NZ_CP028389', 'NZ_CP028390']
GCF_001697645.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP016661']
GCF_001267275.1	Bac	72274	135621	1849530	1697053	Oblitimonas_alkaliphila	['NZ_CP012363']
GCF_000828695.1	Bac	72274	135621	286	380021	Pseudomonas_protegens	['NZ_AP014522']
GCF_000020725.1	Bac	69541	213422	28231	225194	Geobacter_bemidjiensis	['NC_011146']
GCF_002237465.1	Bac	91347	543	547	550	Enterobacter_cloacae	['NZ_CP022532', 'NZ_CP022533', 'NZ_CP022534']
GCF_001921985.1	Bac	186802	31979	1485	1491	Clostridium_botulinum	['NZ_CP013707', 'NZ_CP013708', 'NZ_CP013709', 'NZ_CP013710']
GCF_003584665.1	Bac	186802	186803	NO RANK	2109690	Lachnospiraceae_bacterium_Choco86	['NZ_AP018535']
GCF_001697325.1	Bac	206351	481	482	487	Neisseria_meningitidis	['NZ_CP016645']
GCF_000567945.1	Bac	80840	119060	32008	57975	Burkholderia_thailandensis	['NZ_CP004117', 'NZ_CP004118']
